user,text,Positive,Negative,Neutral,Compound,Sentiment,tokenized,no_stopword,stemmed,lemmatized
BabyYod96409039,so you are able to respond to critic why havent you said anything about the problem you have with racism and sexism deletetwitch,0.0,0.298,0.702,-0.836,Negative,"['so', 'you', 'are', 'able', 'to', 'respond', 'to', 'critic', 'why', 'havent', 'you', 'said', 'anything', 'about', 'the', 'problem', 'you', 'have', 'with', 'racism', 'and', 'sexism', 'deletetwitch']",able respond critic havent said anything problem racism sexism deletetwitch,"['abl', 'respond', 'critic', 'havent', 'said', 'anyth', 'problem', 'racism', 'sexism', 'deletetwitch']","['able', 'respond', 'critic', 'havent', 'say', 'anything', 'problem', 'racism', 'sexism', 'deletetwitch']"
the_real_prAsco,bullshit  what about ear licking asmr trash so fetish addicted doesn t matter also hot tub trashals,0.052,0.196,0.753,-0.6199,Negative,"['bullshit', 'what', 'about', 'ear', 'licking', 'asmr', 'trash', 'so', 'fetish', 'addicted', 'doesn', 't', 'matter', 'also', 'hot', 'tub', 'trashals']",bullshit ear licking asmr trash fetish addicted matter also hot tub trashals,"['bullshit', 'ear', 'lick', 'asmr', 'trash', 'fetish', 'addict', 'matter', 'also', 'hot', 'tub', 'trashal']","['bullshit', 'ear', 'lick', 'asmr', 'trash', 'fetish', 'addict', 'matter', 'also', 'hot', 'tub', 'trashals']"
Sixim3,thesuspect500 hmmm oportunity to hop in while they didnt catch ,0.0,0.0,1.0,0.0,Neutral,"['thesuspect', '500', 'hmmm', 'oportunity', 'to', 'hop', 'in', 'while', 'they', 'didnt', 'catch']",thesuspect 500 hmmm oportunity hop didnt catch,"['thesuspect', '500', 'hmmm', 'oportun', 'hop', 'didnt', 'catch']","['thesuspect', '500', 'hmmm', 'oportunity', 'hop', 'didnt', 'catch']"
itamii369,ranzaccount but could i stream slots in gta online,0.0,0.0,1.0,0.0,Neutral,"['ranzaccount', 'but', 'could', 'i', 'stream', 'slots', 'in', 'gta', 'online']",ranzaccount could stream slots gta online,"['ranzaccount', 'could', 'stream', 'slot', 'gta', 'onlin']","['ranzaccount', 'could', 'stream', 'slot', 'gta', 'online']"
Tm_m0m0,giga w,0.0,0.0,1.0,0.0,Neutral,"['giga', 'w']",giga w,"['giga', 'w']","['giga', 'w']"
P00PMASTER69,respect ,0.756,0.0,0.244,0.4767,Positive,['respect'],respect,['respect'],['respect']
ZipologyVR,soooo does this mean no more loot boxs of any type   they are all gambling too,0.0,0.121,0.879,-0.296,Negative,"['soooo', 'does', 'this', 'mean', 'no', 'more', 'loot', 'boxs', 'of', 'any', 'type', 'they', 'are', 'all', 'gambling', 'too']",soooo mean loot boxs type gambling,"['soooo', 'mean', 'loot', 'box', 'type', 'gambl']","['soooo', 'mean', 'loot', 'box', 'type', 'gambling']"
chrischi2321,tanzverbotcf bruder das wars wohl fr die ganzen keks ,0.0,0.455,0.545,-0.8176,Negative,"['tanzverbotcf', 'bruder', 'das', 'wars', 'wohl', 'fr', 'die', 'ganzen', 'keks']",tanzverbotcf bruder das wars wohl fr die ganzen keks,"['tanzverbotcf', 'bruder', 'das', 'war', 'wohl', 'fr', 'die', 'ganzen', 'kek']","['tanzverbotcf', 'bruder', 'da', 'war', 'wohl', 'fr', 'die', 'ganzen', 'keks']"
LeyiiiN,good news,0.615,0.0,0.385,0.4926,Positive,"['good', 'news']",good news,"['good', 'news']","['good', 'news']"
McChickieLittle,i legit got on twitch the other day and saw this shit on the main page,0.0,0.21,0.79,-0.6428,Negative,"['i', 'legit', 'got', 'on', 'twitch', 'the', 'other', 'day', 'and', 'saw', 'this', 'shit', 'on', 'the', 'main', 'page']",legit got twitch day saw shit main page,"['legit', 'got', 'twitch', 'day', 'saw', 'shit', 'main', 'page']","['legit', 'get', 'twitch', 'day', 'saw', 'shit', 'main', 'page']"
LysanderSc2,good,0.744,0.0,0.256,0.4404,Positive,['good'],good,['good'],['good']
RickyBotty,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
SpiicyPaella,now sort out your racism,0.0,0.451,0.549,-0.6249,Negative,"['now', 'sort', 'out', 'your', 'racism']",sort racism,"['sort', 'racism']","['sort', 'racism']"
187CuzImlegitYT,orangemorangee du hrs hahahha,0.0,0.0,1.0,0.0,Neutral,"['orangemorangee', 'du', 'hrs', 'hahahha']",orangemorangee du hrs hahahha,"['orangemorange', 'du', 'hrs', 'hahahha']","['orangemorangee', 'du', 'hr', 'hahahha']"
CryptogirlJenny,bravoenfin,0.0,0.0,1.0,0.0,Neutral,['bravoenfin'],bravoenfin,['bravoenfin'],['bravoenfin']
alban_chevin,arthurmbll achille86055924 ,0.0,0.0,1.0,0.0,Neutral,"['arthurmbll', 'achille', '8605592', '4']",arthurmbll achille 8605592 4,"['arthurmbl', 'achill', '8605592', '4']","['arthurmbll', 'achille', '8605592', '4']"
sub2pewdsONyt,this is disgusting so one group of powerful streamers can take away the livelihoods of another group of st,0.18,0.13,0.69,0.0772,Positive,"['this', 'is', 'disgusting', 'so', 'one', 'group', 'of', 'powerful', 'streamers', 'can', 'take', 'away', 'the', 'livelihoods', 'of', 'another', 'group', 'of', 'st']",disgusting one group powerful streamers take away livelihoods another group st,"['disgust', 'one', 'group', 'power', 'streamer', 'take', 'away', 'livelihood', 'anoth', 'group', 'st']","['disgust', 'one', 'group', 'powerful', 'streamer', 'take', 'away', 'livelihood', 'another', 'group', 'st']"
TRebel61,so in the casino royale dlc i cannot spin the wheel or bet on horse races on stream,0.0,0.0,1.0,0.0,Neutral,"['so', 'in', 'the', 'casino', 'royale', 'dlc', 'i', 'cannot', 'spin', 'the', 'wheel', 'or', 'bet', 'on', 'horse', 'races', 'on', 'stream']",casino royale dlc cannot spin wheel bet horse races stream,"['casino', 'royal', 'dlc', 'cannot', 'spin', 'wheel', 'bet', 'hors', 'race', 'stream']","['casino', 'royale', 'dlc', 'cannot', 'spin', 'wheel', 'bet', 'horse', 'race', 'stream']"
maltekami,gj now go ahead and create a new 18 website for half naked girls and gambling also betting and poker to,0.203,0.0,0.797,0.6249,Positive,"['gj', 'now', 'go', 'ahead', 'and', 'create', 'a', 'new', '18', 'website', 'for', 'half', 'naked', 'girls', 'and', 'gambling', 'also', 'betting', 'and', 'poker', 'to']",gj go ahead create new 18 website half naked girls gambling also betting poker,"['gj', 'go', 'ahead', 'creat', 'new', '18', 'websit', 'half', 'nake', 'girl', 'gambl', 'also', 'bet', 'poker']","['gj', 'go', 'ahead', 'create', 'new', '18', 'website', 'half', 'naked', 'girl', 'gamble', 'also', 'bet', 'poker']"
SavnRyansPrvate,good,0.744,0.0,0.256,0.4404,Positive,['good'],good,['good'],['good']
KgenesisD,w and now ban casino completely ,0.0,0.438,0.562,-0.5983,Negative,"['w', 'and', 'now', 'ban', 'casino', 'completely']",w ban casino completely,"['w', 'ban', 'casino', 'complet']","['w', 'ban', 'casino', 'completely']"
Gulllarsen,you could also negotiate with sweden and other countries that banned gambling with streamer points that you,0.0,0.143,0.857,-0.4588,Negative,"['you', 'could', 'also', 'negotiate', 'with', 'sweden', 'and', 'other', 'countries', 'that', 'banned', 'gambling', 'with', 'streamer', 'points', 'that', 'you']",could also negotiate sweden countries banned gambling streamer points,"['could', 'also', 'negoti', 'sweden', 'countri', 'ban', 'gambl', 'streamer', 'point']","['could', 'also', 'negotiate', 'sweden', 'country', 'ban', 'gamble', 'streamer', 'point']"
he3dshot,scurrows was sagst du dazu du pisser,0.0,0.3,0.7,-0.4588,Negative,"['scurrows', 'was', 'sagst', 'du', 'dazu', 'du', 'pisser']",scurrows sagst du dazu du pisser,"['scurrow', 'sagst', 'du', 'dazu', 'du', 'pisser']","['scurrows', 'sagst', 'du', 'dazu', 'du', 'pisser']"
aaronautixlive,rare twitch w now also start promoting your small streamers,0.2,0.0,0.8,0.3612,Positive,"['rare', 'twitch', 'w', 'now', 'also', 'start', 'promoting', 'your', 'small', 'streamers']",rare twitch w also start promoting small streamers,"['rare', 'twitch', 'w', 'also', 'start', 'promot', 'small', 'streamer']","['rare', 'twitch', 'w', 'also', 'start', 'promote', 'small', 'streamer']"
Pyrotoz,xqc when he realises he has to play overwatch again,0.179,0.0,0.821,0.34,Positive,"['xqc', 'when', 'he', 'realises', 'he', 'has', 'to', 'play', 'overwatch', 'again']",xqc realises play overwatch,"['xqc', 'realis', 'play', 'overwatch']","['xqc', 'realises', 'play', 'overwatch']"
GyDlive,those this applies to gambling games  ex gatchas  ,0.0,0.0,1.0,0.0,Neutral,"['those', 'this', 'applies', 'to', 'gambling', 'games', 'ex', 'gatchas']",applies gambling games ex gatchas,"['appli', 'gambl', 'game', 'ex', 'gatcha']","['applies', 'gamble', 'game', 'ex', 'gatchas']"
CrunchyCupcakex,pog ,0.0,0.0,1.0,0.0,Neutral,['pog'],pog,['pog'],['pog']
aleporri,thanks,0.744,0.0,0.256,0.4404,Positive,['thanks'],thanks,['thank'],['thanks']
BesOpere,teufeursoff,0.0,0.0,1.0,0.0,Neutral,['teufeursoff'],teufeursoff,['teufeursoff'],['teufeursoff']
TwitchKoopiez,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
Parth_Tarwadkar,why wont you ban hot tubs,0.328,0.0,0.672,0.4449,Positive,"['why', 'wont', 'you', 'ban', 'hot', 'tubs']",wont ban hot tubs,"['wont', 'ban', 'hot', 'tub']","['wont', 'ban', 'hot', 'tub']"
oco0003,what about gambling ads gambling in my country is a serious issue and with the rise of sports gambling it,0.0,0.061,0.939,-0.0772,Negative,"['what', 'about', 'gambling', 'ads', 'gambling', 'in', 'my', 'country', 'is', 'a', 'serious', 'issue', 'and', 'with', 'the', 'rise', 'of', 'sports', 'gambling', 'it']",gambling ads gambling country serious issue rise sports gambling,"['gambl', 'ad', 'gambl', 'countri', 'serious', 'issu', 'rise', 'sport', 'gambl']","['gamble', 'ad', 'gamble', 'country', 'serious', 'issue', 'rise', 'sport', 'gamble']"
Edysengo15,yet you still say nothing about the thots,0.0,0.0,1.0,0.0,Neutral,"['yet', 'you', 'still', 'say', 'nothing', 'about', 'the', 'thots']",yet still say nothing thots,"['yet', 'still', 'say', 'noth', 'thot']","['yet', 'still', 'say', 'nothing', 'thots']"
ValacTheDemon,honestly this looks worse then doing nothing so you wanna cut out other markets but keep the real money ma,0.081,0.151,0.768,-0.1857,Negative,"['honestly', 'this', 'looks', 'worse', 'then', 'doing', 'nothing', 'so', 'you', 'wanna', 'cut', 'out', 'other', 'markets', 'but', 'keep', 'the', 'real', 'money', 'ma']",honestly looks worse nothing wanna cut markets keep real money,"['honest', 'look', 'wors', 'noth', 'wanna', 'cut', 'market', 'keep', 'real', 'money']","['honestly', 'look', 'bad', 'nothing', 'wanna', 'cut', 'market', 'keep', 'real', 'money']"
PengaNobody,orangemorangee get ripped,0.0,0.0,1.0,0.0,Neutral,"['orangemorangee', 'get', 'ripped']",orangemorangee get ripped,"['orangemorange', 'get', 'rip']","['orangemorangee', 'get', 'rip']"
Cameleer_,i feel like this is good but dont understand why you dont just fully ban gambling on the site who gains a,0.367,0.0,0.633,0.8753,Positive,"['i', 'feel', 'like', 'this', 'is', 'good', 'but', 'dont', 'understand', 'why', 'you', 'dont', 'just', 'fully', 'ban', 'gambling', 'on', 'the', 'site', 'who', 'gains', 'a']",feel like good dont understand dont fully ban gambling site gains,"['feel', 'like', 'good', 'dont', 'understand', 'dont', 'fulli', 'ban', 'gambl', 'site', 'gain']","['feel', 'like', 'good', 'dont', 'understand', 'dont', 'fully', 'ban', 'gamble', 'site', 'gain']"
OliverPisssed,dont worry everyone the twitch rules are arbitrary so you will still be able to see your favorite big strea,0.213,0.0,0.787,0.6604,Positive,"['dont', 'worry', 'everyone', 'the', 'twitch', 'rules', 'are', 'arbitrary', 'so', 'you', 'will', 'still', 'be', 'able', 'to', 'see', 'your', 'favorite', 'big', 'strea']",dont worry everyone twitch rules arbitrary still able see favorite big strea,"['dont', 'worri', 'everyon', 'twitch', 'rule', 'arbitrari', 'still', 'abl', 'see', 'favorit', 'big', 'strea']","['dont', 'worry', 'everyone', 'twitch', 'rule', 'arbitrary', 'still', 'able', 'see', 'favorite', 'big', 'strea']"
LohanVenter,what does this mean for case opening streams such as csgo,0.0,0.0,1.0,0.0,Neutral,"['what', 'does', 'this', 'mean', 'for', 'case', 'opening', 'streams', 'such', 'as', 'csgo']",mean case opening streams csgo,"['mean', 'case', 'open', 'stream', 'csgo']","['mean', 'case', 'open', 'stream', 'csgo']"
Drustanlived,now ban hot tub soft porn asmr and add proper dress code  if you do that twitch will reborn as a true vi,0.099,0.127,0.775,-0.2023,Negative,"['now', 'ban', 'hot', 'tub', 'soft', 'porn', 'asmr', 'and', 'add', 'proper', 'dress', 'code', 'if', 'you', 'do', 'that', 'twitch', 'will', 'reborn', 'as', 'a', 'true', 'vi']",ban hot tub soft porn asmr add proper dress code twitch reborn true vi,"['ban', 'hot', 'tub', 'soft', 'porn', 'asmr', 'add', 'proper', 'dress', 'code', 'twitch', 'reborn', 'true', 'vi']","['ban', 'hot', 'tub', 'soft', 'porn', 'asmr', 'add', 'proper', 'dress', 'code', 'twitch', 'reborn', 'true', 'vi']"
NixxelxL,still us gambling sites erlaubt aber trzdm sehr groes w,0.0,0.0,1.0,0.0,Neutral,"['still', 'us', 'gambling', 'sites', 'erlaubt', 'aber', 'trzdm', 'sehr', 'groes', 'w']",still us gambling sites erlaubt aber trzdm sehr groes w,"['still', 'us', 'gambl', 'site', 'erlaubt', 'aber', 'trzdm', 'sehr', 'groe', 'w']","['still', 'us', 'gamble', 'site', 'erlaubt', 'aber', 'trzdm', 'sehr', 'groes', 'w']"
Xpred5,gambling its banned but prostitution its ok wp twitch,0.346,0.131,0.523,0.5106,Positive,"['gambling', 'its', 'banned', 'but', 'prostitution', 'its', 'ok', 'wp', 'twitch']",gambling banned prostitution ok wp twitch,"['gambl', 'ban', 'prostitut', 'ok', 'wp', 'twitch']","['gamble', 'ban', 'prostitution', 'ok', 'wp', 'twitch']"
AlexTheKingg,next please unbath dr disrespect thank you,0.381,0.222,0.397,0.25,Positive,"['next', 'please', 'unbath', 'dr', 'disrespect', 'thank', 'you']",next please unbath dr disrespect thank,"['next', 'pleas', 'unbath', 'dr', 'disrespect', 'thank']","['next', 'please', 'unbath', 'dr', 'disrespect', 'thank']"
Viytul,uhoh some of yall are in trouble,0.0,0.278,0.722,-0.4019,Negative,"['uhoh', 'some', 'of', 'yall', 'are', 'in', 'trouble']",uhoh yall trouble,"['uhoh', 'yall', 'troubl']","['uhoh', 'yall', 'trouble']"
youngsdq_,deleting twitch now damn,0.0,0.403,0.597,-0.4019,Negative,"['deleting', 'twitch', 'now', 'damn']",deleting twitch damn,"['delet', 'twitch', 'damn']","['delete', 'twitch', 'damn']"
Mariko_chanx3,cryptogladi falls dus noch nd gesehen hast ,0.0,0.0,1.0,0.0,Neutral,"['cryptogladi', 'falls', 'dus', 'noch', 'nd', 'gesehen', 'hast']",cryptogladi falls dus noch nd gesehen hast,"['cryptogladi', 'fall', 'dus', 'noch', 'nd', 'gesehen', 'hast']","['cryptogladi', 'fall', 'dus', 'noch', 'nd', 'gesehen', 'hast']"
Ben2oo2,but still hot tub and naked girl,0.0,0.0,1.0,0.0,Neutral,"['but', 'still', 'hot', 'tub', 'and', 'naked', 'girl']",still hot tub naked girl,"['still', 'hot', 'tub', 'nake', 'girl']","['still', 'hot', 'tub', 'naked', 'girl']"
illus1oN92,broskifgc can you also ban soft porn ty,0.197,0.273,0.53,-0.25,Negative,"['broskifgc', 'can', 'you', 'also', 'ban', 'soft', 'porn', 'ty']",broskifgc also ban soft porn ty,"['broskifgc', 'also', 'ban', 'soft', 'porn', 'ty']","['broskifgc', 'also', 'ban', 'soft', 'porn', 'ty']"
TripRelentless,twitch has gone so far away from its core following over the years its sickening from gaming conventions,0.0,0.152,0.848,-0.5267,Negative,"['twitch', 'has', 'gone', 'so', 'far', 'away', 'from', 'its', 'core', 'following', 'over', 'the', 'years', 'its', 'sickening', 'from', 'gaming', 'conventions']",twitch gone far away core following years sickening gaming conventions,"['twitch', 'gone', 'far', 'away', 'core', 'follow', 'year', 'sicken', 'game', 'convent']","['twitch', 'go', 'far', 'away', 'core', 'follow', 'year', 'sicken', 'gaming', 'convention']"
ZakWaring1,gay,0.0,0.0,1.0,0.0,Neutral,['gay'],gay,['gay'],['gay']
Roborainbow1980,wow the monopol is back ea  its gambling  in the game,0.317,0.0,0.683,0.7284,Positive,"['wow', 'the', 'monopol', 'is', 'back', 'ea', 'its', 'gambling', 'in', 'the', 'game']",wow monopol back ea gambling game,"['wow', 'monopol', 'back', 'ea', 'gambl', 'game']","['wow', 'monopol', 'back', 'ea', 'gamble', 'game']"
mariosilvatorre,dice twitch que chinguen a su madre ziilverk  y prankedyy  v a mi si me lata el contenido de apuestas,0.0,0.0,1.0,0.0,Neutral,"['dice', 'twitch', 'que', 'chinguen', 'a', 'su', 'madre', 'ziilverk', 'y', 'prankedyy', 'v', 'a', 'mi', 'si', 'me', 'lata', 'el', 'contenido', 'de', 'apuestas']",dice twitch que chinguen su madre ziilverk prankedyy v mi si lata el contenido de apuestas,"['dice', 'twitch', 'que', 'chinguen', 'su', 'madr', 'ziilverk', 'prankedyy', 'v', 'mi', 'si', 'lata', 'el', 'contenido', 'de', 'apuesta']","['dice', 'twitch', 'que', 'chinguen', 'su', 'madre', 'ziilverk', 'prankedyy', 'v', 'mi', 'si', 'lata', 'el', 'contenido', 'de', 'apuestas']"
Balo47_,silberno01 walzendreher was fr hunde digga,0.0,0.0,1.0,0.0,Neutral,"['silberno', '01', 'walzendreher', 'was', 'fr', 'hunde', 'digga']",silberno 01 walzendreher fr hunde digga,"['silberno', '01', 'walzendreh', 'fr', 'hund', 'digga']","['silberno', '01', 'walzendreher', 'fr', 'hunde', 'digga']"
DutchBlondeDoom,only reason why twitch is actually doing something as these sites are probably illegal in the usa and inst,0.0,0.153,0.847,-0.5574,Negative,"['only', 'reason', 'why', 'twitch', 'is', 'actually', 'doing', 'something', 'as', 'these', 'sites', 'are', 'probably', 'illegal', 'in', 'the', 'usa', 'and', 'inst']",reason twitch actually something sites probably illegal usa inst,"['reason', 'twitch', 'actual', 'someth', 'site', 'probabl', 'illeg', 'usa', 'inst']","['reason', 'twitch', 'actually', 'something', 'sit', 'probably', 'illegal', 'usa', 'inst']"
Bonemasher,how about you guys just pull your head out of your asses and ban everything that isnt a videogame it used,0.0,0.146,0.854,-0.5574,Negative,"['how', 'about', 'you', 'guys', 'just', 'pull', 'your', 'head', 'out', 'of', 'your', 'asses', 'and', 'ban', 'everything', 'that', 'isnt', 'a', 'videogame', 'it', 'used']",guys pull head asses ban everything isnt videogame used,"['guy', 'pull', 'head', 'ass', 'ban', 'everyth', 'isnt', 'videogam', 'use']","['guy', 'pull', 'head', 'ass', 'ban', 'everything', 'isnt', 'videogame', 'use']"
JimmyMisseldin1,do league of legends next,0.0,0.0,1.0,0.0,Neutral,"['do', 'league', 'of', 'legends', 'next']",league legends next,"['leagu', 'legend', 'next']","['league', 'legend', 'next']"
BetInfoTips,thanks to the fake money streamers playing with millions who took the money out of other peoples pockets,0.19,0.125,0.685,0.1531,Positive,"['thanks', 'to', 'the', 'fake', 'money', 'streamers', 'playing', 'with', 'millions', 'who', 'took', 'the', 'money', 'out', 'of', 'other', 'peoples', 'pockets']",thanks fake money streamers playing millions took money peoples pockets,"['thank', 'fake', 'money', 'streamer', 'play', 'million', 'took', 'money', 'peopl', 'pocket']","['thanks', 'fake', 'money', 'streamer', 'play', 'million', 'take', 'money', 'people', 'pocket']"
ryumisadei,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
superdarker231,hahaggahgagga rip xqc,0.0,0.0,1.0,0.0,Neutral,"['hahaggahgagga', 'rip', 'xqc']",hahaggahgagga rip xqc,"['hahaggahgagga', 'rip', 'xqc']","['hahaggahgagga', 'rip', 'xqc']"
KyreKrog,ban gambling,0.0,0.643,0.357,-0.5574,Negative,"['ban', 'gambling']",ban gambling,"['ban', 'gambl']","['ban', 'gamble']"
S4MMY2k,next please ban all the sexualized content like hot tub streams,0.276,0.207,0.517,0.0516,Positive,"['next', 'please', 'ban', 'all', 'the', 'sexualized', 'content', 'like', 'hot', 'tub', 'streams']",next please ban sexualized content like hot tub streams,"['next', 'pleas', 'ban', 'sexual', 'content', 'like', 'hot', 'tub', 'stream']","['next', 'please', 'ban', 'sexualize', 'content', 'like', 'hot', 'tub', 'stream']"
chaosphere21,hahahaha rosh is done,0.0,0.0,1.0,0.0,Neutral,"['hahahaha', 'rosh', 'is', 'done']",hahahaha rosh done,"['hahahaha', 'rosh', 'done']","['hahahaha', 'rosh', 'do']"
Catch_Me_Quick2,so no gambling streams but free stream of a chick getting railed is all good ,0.36,0.076,0.564,0.8202,Positive,"['so', 'no', 'gambling', 'streams', 'but', 'free', 'stream', 'of', 'a', 'chick', 'getting', 'railed', 'is', 'all', 'good']",gambling streams free stream chick getting railed good,"['gambl', 'stream', 'free', 'stream', 'chick', 'get', 'rail', 'good']","['gamble', 'stream', 'free', 'stream', 'chick', 'get', 'rail', 'good']"
MariusBRNX,sportsbetting is just as bad if not even worse and thats coming from someone whos been addicted for more than 8 years,0.108,0.0,0.892,0.3724,Positive,"['sportsbetting', 'is', 'just', 'as', 'bad', 'if', 'not', 'even', 'worse', 'and', 'thats', 'coming', 'from', 'someone', 'whos', 'been', 'addicted', 'for', 'more', 'than', '8', 'years']",sportsbetting bad even worse thats coming someone whos addicted 8 years,"['sportsbet', 'bad', 'even', 'wors', 'that', 'come', 'someon', 'whos', 'addict', '8', 'year']","['sportsbetting', 'bad', 'even', 'bad', 'thats', 'come', 'someone', 'who', 'addict', '8', 'year']"
bowtet,cant have gambling ads influencing kids wouldnt want there to be 18 shit targetting people and swaying,0.0,0.221,0.779,-0.5889,Negative,"['cant', 'have', 'gambling', 'ads', 'influencing', 'kids', 'wouldnt', 'want', 'there', 'to', 'be', '18', 'shit', 'targetting', 'people', 'and', 'swaying']",cant gambling ads influencing kids wouldnt want 18 shit targetting people swaying,"['cant', 'gambl', 'ad', 'influenc', 'kid', 'wouldnt', 'want', '18', 'shit', 'target', 'peopl', 'sway']","['cant', 'gamble', 'ad', 'influence', 'kid', 'wouldnt', 'want', '18', 'shit', 'targetting', 'people', 'sway']"
requiredCRX,what about freebitco ,0.0,0.0,1.0,0.0,Neutral,"['what', 'about', 'freebitco']",freebitco,['freebitco'],['freebitco']
lloyd7890,rip twitch,0.0,0.0,1.0,0.0,Neutral,"['rip', 'twitch']",rip twitch,"['rip', 'twitch']","['rip', 'twitch']"
v1sww,l platform,0.0,0.0,1.0,0.0,Neutral,"['l', 'platform']",l platform,"['l', 'platform']","['l', 'platform']"
ScottyBoy0833,i dont understandwhy tf people care what others do why is this even a big deal in the first place are,0.151,0.0,0.849,0.5514,Positive,"['i', 'dont', 'understandwhy', 'tf', 'people', 'care', 'what', 'others', 'do', 'why', 'is', 'this', 'even', 'a', 'big', 'deal', 'in', 'the', 'first', 'place', 'are']",dont understandwhy tf people care others even big deal first place,"['dont', 'understandwhi', 'tf', 'peopl', 'care', 'other', 'even', 'big', 'deal', 'first', 'place']","['dont', 'understandwhy', 'tf', 'people', 'care', 'others', 'even', 'big', 'deal', 'first', 'place']"
InnAyyur,actual w amid all the overflow of drama concerning the rtarded egocentric cunts from austin cali amp friend,0.0,0.178,0.822,-0.5994,Negative,"['actual', 'w', 'amid', 'all', 'the', 'overflow', 'of', 'drama', 'concerning', 'the', 'rtarded', 'egocentric', 'cunts', 'from', 'austin', 'cali', 'amp', 'friend']",actual w amid overflow drama concerning rtarded egocentric cunts austin cali amp friend,"['actual', 'w', 'amid', 'overflow', 'drama', 'concern', 'rtard', 'egocentr', 'cunt', 'austin', 'cali', 'amp', 'friend']","['actual', 'w', 'amid', 'overflow', 'drama', 'concern', 'rtarded', 'egocentric', 'cunt', 'austin', 'cali', 'amp', 'friend']"
SaltTearsTV,but you allow people to literally have sex on stream with minimal repercussions say racist shit repeatedl,0.082,0.362,0.557,-0.8765,Negative,"['but', 'you', 'allow', 'people', 'to', 'literally', 'have', 'sex', 'on', 'stream', 'with', 'minimal', 'repercussions', 'say', 'racist', 'shit', 'repeatedl']",allow people literally sex stream minimal repercussions say racist shit repeatedl,"['allow', 'peopl', 'liter', 'sex', 'stream', 'minim', 'repercuss', 'say', 'racist', 'shit', 'repeatedl']","['allow', 'people', 'literally', 'sex', 'stream', 'minimal', 'repercussion', 'say', 'racist', 'shit', 'repeatedl']"
Bindestriche,close the loopholes cowards,0.0,0.0,1.0,0.0,Neutral,"['close', 'the', 'loopholes', 'cowards']",close loopholes cowards,"['close', 'loophol', 'coward']","['close', 'loophole', 'coward']"
hellcatbrb,damn trainwreckstv time to find a new job,0.0,0.278,0.722,-0.4019,Negative,"['damn', 'trainwreckstv', 'time', 'to', 'find', 'a', 'new', 'job']",damn trainwreckstv time find new job,"['damn', 'trainwreckstv', 'time', 'find', 'new', 'job']","['damn', 'trainwreckstv', 'time', 'find', 'new', 'job']"
mashi_81,good finally,0.592,0.0,0.408,0.4404,Positive,"['good', 'finally']",good finally,"['good', 'final']","['good', 'finally']"
Tarkanome,nibellion i see so many people in the comments saying why they dont bann softporn racism homophobic,0.0,0.194,0.806,-0.6249,Negative,"['nibellion', 'i', 'see', 'so', 'many', 'people', 'in', 'the', 'comments', 'saying', 'why', 'they', 'dont', 'bann', 'softporn', 'racism', 'homophobic']",nibellion see many people comments saying dont bann softporn racism homophobic,"['nibellion', 'see', 'mani', 'peopl', 'comment', 'say', 'dont', 'bann', 'softporn', 'racism', 'homophob']","['nibellion', 'see', 'many', 'people', 'comment', 'say', 'dont', 'bann', 'softporn', 'racism', 'homophobic']"
perfectlysaid__,boring,0.0,0.697,0.303,-0.3182,Negative,['boring'],boring,['bore'],['boring']
harz3n_,gambling addicts and beneficiaries are malding all over and grabbing any whataboutism branch while falling,0.149,0.0,0.851,0.4215,Positive,"['gambling', 'addicts', 'and', 'beneficiaries', 'are', 'malding', 'all', 'over', 'and', 'grabbing', 'any', 'whataboutism', 'branch', 'while', 'falling']",gambling addicts beneficiaries malding grabbing whataboutism branch falling,"['gambl', 'addict', 'beneficiari', 'mald', 'grab', 'whatabout', 'branch', 'fall']","['gamble', 'addict', 'beneficiary', 'malding', 'grab', 'whataboutism', 'branch', 'fall']"
MegaFastbro,rare twitch w,0.0,0.0,1.0,0.0,Neutral,"['rare', 'twitch', 'w']",rare twitch w,"['rare', 'twitch', 'w']","['rare', 'twitch', 'w']"
Placidux,pipipipipi ,0.0,0.0,1.0,0.0,Neutral,['pipipipipi'],pipipipipi,['pipipipipi'],['pipipipipi']
BenBeni72514312,f you twitch getting fucked and naked is okay ,0.122,0.301,0.577,-0.5848,Negative,"['f', 'you', 'twitch', 'getting', 'fucked', 'and', 'naked', 'is', 'okay']",f twitch getting fucked naked okay,"['f', 'twitch', 'get', 'fuck', 'nake', 'okay']","['f', 'twitch', 'get', 'fucked', 'naked', 'okay']"
sdesdurak,so gambling with license is still ok ,0.239,0.0,0.761,0.296,Positive,"['so', 'gambling', 'with', 'license', 'is', 'still', 'ok']",gambling license still ok,"['gambl', 'licens', 'still', 'ok']","['gamble', 'license', 'still', 'ok']"
FrexsonCS,twitch ,0.0,0.0,1.0,0.0,Neutral,['twitch'],twitch,['twitch'],['twitch']
huebitorey,yet you dont ban hot tubs your website is trash,0.226,0.0,0.774,0.4449,Positive,"['yet', 'you', 'dont', 'ban', 'hot', 'tubs', 'your', 'website', 'is', 'trash']",yet dont ban hot tubs website trash,"['yet', 'dont', 'ban', 'hot', 'tub', 'websit', 'trash']","['yet', 'dont', 'ban', 'hot', 'tub', 'website', 'trash']"
